Username,Text
allyson_meghan,@myceliummidwife Tripled checked my pockets that night too I must have been SLOPPY
allyson_meghan,@Liquid_Lawrence @_courtneyblvk No I love him I just feel like he’s had other songs that were just as popular if not more. Esp as Corbin
allyson_meghan,@MouthTastes @terribleMirrors @TheBrometheus @user84829272 LMFAOOOOOO
allyson_meghan,@_courtneyblvk how is this a one hit wonder
allyson_meghan,Update: I am even stupider than I thought https://t.co/HfylsEU8Ms
allyson_meghan,goddamn bro I just want to be romanced sometimes
allyson_meghan,@thottyguhh @plutoxmcnasty @zenjayg @Leomarieeee Pluto understand? 😭😭😭😭
allyson_meghan,@myceliummidwife thank you🥹💗
allyson_meghan,need all the positive thoughts and good luck sent my way this morning!!!!
allyson_meghan,@goseroldmusic @themeredith what if I want them all 🥵
allyson_meghan,@goseroldmusic @myceliummidwife I have literally been confused all day I’m glad you said it first lmfaooooo
allyson_meghan,one time I went to Buffalo Wild Wings coming down from acid and I started crying about how much I love Mac and cheese and the waitress gave me another order for free lol
allyson_meghan,@sianjh_ you sound boring as hell
allyson_meghan,getting anxious about how to respond bc we know it’s already been too long. or I’m just hungover
allyson_meghan,@djarinluck I’m going to start smoking cigarettes just in case I meet Pedro
allyson_meghan,@goseroldmusic it’s an implication of danger
allyson_meghan,"@TheCCornerStore @SuchHate @OliLondonTV @MACcosmetics we had womens marches and y’all talked shit about that too. You don’t support women, you’re only mentioning it now bc it fits your transphobic narrative."
allyson_meghan,@KatrinaPanova @OliLondonTV I wouldn’t suggest it with that face 😬😬😬😬
allyson_meghan,dennis are you hurting these women
allyson_meghan,@Madame_Rose07 @thechosenberg how many damn positions do you need during one session lmao what? 3 is fine
allyson_meghan,Liberal vegetarian italian girl with debilitating anxiety substance issues and a tendency to let things build up until I blow up at the worst possible moment 🥰
allyson_meghan,@Shomicita I think people who get mad at shit like this are resentful bc they know it’s true.
allyson_meghan,@inglewoodSiR You won’t
allyson_meghan,@PasswordSuck2 @b4s_burner @aurabogado @LiberalsQuiet Are you kidding? It’s petty to vilify someone for saying they’d be turned on by their gf getting raped???????? That’s not just a dumb joke.
allyson_meghan,someone cashapp me for a pizza bc I’m cute and pretty and beautiful
allyson_meghan,being obsessed with eating meat is so conservative-coded
allyson_meghan,@wantedbythehoes I need this energy fr I would be so rich
allyson_meghan,@sewercult @bondingovercigs @25lambs nah fr where is it coming from 😭😭😭
allyson_meghan,@rabzdabz @25lambs Yea I wouldn’t even wait to find out he cheated id just go ahead and pack up my shit the second I saw this
allyson_meghan,@Liquid_Lawrence Yea I’m terrible about drinking enough water when I’m out. I need to start chugging liquid IVs before bed 🫠
allyson_meghan,@Liquid_Lawrence Bro YES that’s the worst part. I never used to have mental effects. I get shaky and sometimes I have a hard time even driving bc I’m so anxious it’s so weird! Getting old sucks ass 😭
allyson_meghan,@SomaKazima He said “ahhhh😐” 😭😭😭😭😭
allyson_meghan,I love all of them but I keep coming back to watch dude who looks like he just witnessed the live birth of Jesus lmao I just know his ass is peaking at the perfect moment
allyson_meghan,the molly is mollying lmao
allyson_meghan,I’m so annoyed that my body can’t handle partying anymore. like I swear it all just hit me within the past year and it’s so lame 😭
allyson_meghan,@Liquid_Lawrence 😂😂😂😂😂 literally me I was just extremely fucked up and I didn’t even think about it I was like oh I’m sure it’ll get back to me lmfaoooo
allyson_meghan,handed my fucking house key to a stranger last night and now I have no idea where it is. I love my life I am so smart and good at being normal
allyson_meghan,@notsixela It’s not scary but it’s definitely weird and kinda gross
allyson_meghan,@goseroldmusic spoke too soon lil dude is fucked up
allyson_meghan,@goseroldmusic tbh I don’t think he’s even getting high since it’s not an edible he seems fine but one time my other dog ate 200mg of gummies and dude was STRUGGLING
allyson_meghan,@goseroldmusic If he doesn’t die tonight he’s getting put in timeout all weekend 😠
allyson_meghan,@TheVampireYouth I want her to fold me like that pasta
allyson_meghan,my dog just ate the only preroll I had left 🙂
allyson_meghan,Ill never beg anyone to open up to me. if you can’t be intimate get right with yourself before you start dating
allyson_meghan,@nu_mindframe is there anything in the middle bc I’m starting to think it’s all a trap lmao
allyson_meghan,@Aksents_DCR @DijahSB this is the one bro had a whole I Have a Dream moment in the middle of that sex song 😭
allyson_meghan,the concept of “favorite exes” does not compute to me lmfao
allyson_meghan,I love being a pretty girl I had to deliver to a dispensary last night and the guy gave me a bunch of free shit in exchange for my snap 😁
allyson_meghan,@CEOoGiantFetish @aphrobeesiac I’m crying 😭 and came through with ALL the recs!!!!!
allyson_meghan,@redzeogaming check back in after 2 weeks 🫡
allyson_meghan,@chris10holden brooooo I tried one of those a while back but I forgot about it omg
allyson_meghan,@aphrobeesiac HAHAHAHAHA it was so wholesome I almost didn’t wanna tell u
allyson_meghan,@aphrobeesiac I was talking about vapes babe😭😭😭😭 but those dip bars are fire you so right
allyson_meghan,okay lately my elf bars seem like they have no flavor and it’s annoying do y’all have recommendations for other brands
allyson_meghan,they’re turning the beers gay!!!!!
allyson_meghan,@Theholisticpsyc you read me to filth with this thread 😮‍💨
allyson_meghan,@FilmUpdates https://t.co/95YQmN94OD
allyson_meghan,it’s your free trial period
allyson_meghan,@brigid_mason @helen the last one 😭😭😭😭😭
allyson_meghan,YOOOOO this is real tho holy shit
allyson_meghan,@mother_of_gup I don’t hate that one as much as the rest it’s just so BLAND but you’re def right it could be cute with gold jewelry and a fun bag
allyson_meghan,@RISKYBISQU3 It makes me physically angry
allyson_meghan,@AKBrews I know I’m not ready to have kids yet bc this sounds great to me
allyson_meghan,@myceliummidwife WAIT WAIT mens skinny pants are still 😘🤌🏼
allyson_meghan,whatever this nerdcore ass business casual style is it should’ve been left in 2012 with the mustache trend. You can dress for work without looking like an extra from the Big Bang theory. put the skinny trousers DOWN https://t.co/i2de1T7nrZ
allyson_meghan,AKA grown ass man cherry picks 20 yr olds who aren’t sure of their own opinions as guests bc he knows if he put on a woman who actually knew how to debate he’d get dunked on immediately. these clips are all the same. I want to punch his little rat face
allyson_meghan,@myceliummidwife fr it won’t be enough until every woman’s internal organs are stored in her ass apparently
allyson_meghan,y’all take pics of already beautiful women with amazing bodies and STILL photoshop that shit we are so doomed
allyson_meghan,@mindypatinkin @kidasnow !!!!!!
allyson_meghan,@Bobbertfrasier @theesilverjew hm I’ll have to use that excuse next time I do anything I’m embarrassed about
allyson_meghan,@badgalbetsy @Tostky @theesilverjew wow you’re sooooo edgy
allyson_meghan,it’s 9 am 🥲
allyson_meghan,@paulcritchlow @theesilverjew https://t.co/DhnhmdroHJ
allyson_meghan,this man just called my office and he was like “hello allyson” in the scream voice and I was mid-panic when he coughed and said “I’m so sorry I’m from amazon just trying to schedule a delivery and my throat did a weird thing”
allyson_meghan,@theesilverjew why are y’all acting like this is the peak of comedy this is the kinda insult you hear in a middle school cafeteria dude is racist AND he’s bad at it
allyson_meghan,@Tostky @theesilverjew so getting racist after a few drinks is suddenly acceptable? Lmao
allyson_meghan,@britneyqueers_ @cooIboobs she’s beautiful 🥹
allyson_meghan,@Ravinflaminelmo girl you got this!!! Gym anxiety is the worst but in my experience almost everyone there wants to see you succeed and is happy to help💗
allyson_meghan,@chris10holden OKAYYYYY🥵
allyson_meghan,@goseroldmusic Objection your honor https://t.co/HqaqQdBFwU
allyson_meghan,@cooIboobs nothing in this world makes me more enraged than trying to open these fuckers. I’m making mac and cheese for dinner as a grown adult woman I’m obviously not in the mood to conquer an Olympic feat
allyson_meghan,boyfriend reveal 🤪 https://t.co/amgYwmh0P6
allyson_meghan,what is the fucking point (seriously)
allyson_meghan,I love Coachella bc it’s the one time celebrities be messy as hell doing drugs and kissing exes in front of everyone like the rest of us
allyson_meghan,@DATBOYCONROY resentment and conflict avoidance 🫠 People suck at communicating these days
allyson_meghan,I truly have never been enough lmao
allyson_meghan,it turns out when you practice something daily and work hard on it you stop sucking and get better. like in the sims 3!!!! who knew
allyson_meghan,if you have my voodoo doll can you give it a gentle forehead kiss
allyson_meghan,@katyswill @justme2147 @jupitersembrace animals don’t have morals lmfao
allyson_meghan,@aphrobeesiac This!!!! People act like love isn’t subjective. It’s not like you’re committing to marriage it’s just an expression of affection.
allyson_meghan,@goseroldmusic LMFAOOOOO FR my friends pushed me in front of the devil man and I cried
allyson_meghan,I just want everyone to know that i don’t mean to leave my texts and dms unread and it’s not you it is me I just forget or get overwhelmed and I know I have terrible communication skills I am working on it but I love you all kiss kiss🥹
allyson_meghan,@goseroldmusic I lost my virginity at the international balloon fiesta Albuquerque
allyson_meghan,@aphrobeesiac i’m either that or a psychopath
allyson_meghan,what the fuck bro pls say sike
allyson_meghan,in 6 months I am gonna be even happier in a new state with a new job and new people and enough money to full send all the events I want amen
allyson_meghan,@aphrobeesiac I truly don’t even notice them anymore
allyson_meghan,I currently have 3 going off at different intervals they keep me company ☺️
allyson_meghan,@LukePressley4 @AustinVondra1 @ChristnNitemare @user7777701 it’s wild that there are still people who think this way bro YOU ARE IN A CULT
allyson_meghan,why is it always wyd and never you have bewitched me body and soul and I love I love I love you and never wish to be parted from you from this day on
allyson_meghan,we all have random piles we need to sort through all over the place that’s life
allyson_meghan,@aphrobeesiac ahhh yay ima look them up tonight 🥰
allyson_meghan,@goseroldmusic lmfaooooooo😭😭😭
allyson_meghan,@RISKYBISQU3 this is obviously about me
allyson_meghan,@mother_of_gup @Bbqtiddiez same this was me and my situationships song he just didn’t know it 🥰
allyson_meghan,@druidDUDE ok I could’ve sworn I finished the show but these replies are making me think otherwise bc HUH
allyson_meghan,@annataylormoore @nevermindordo @milatequilayt this is very mild lol I’m sorry but cmon
allyson_meghan,no babe it’s actually so funny when you say “well if you insist” every time I say “fuck me” out of frustration. please keep doing it
allyson_meghan,should’ve told y’all I don’t like house or techno 😬😬
allyson_meghan,@myceliummidwife oh shiiii
allyson_meghan,@goseroldmusic the lesson here is that being dramatic always gets you what you want 😌
allyson_meghan,@aphrobeesiac oh shit you have taste
allyson_meghan,@stupid0slut @aphrobeesiac WHAT!!! that’s crazy to me I would go insane if I saw him. When people ask me who’s the one person I’d wanna have dinner with it’s him. He just seems so introspective I feel like he has so much to say about the world and I really love his character in Atlanta
allyson_meghan,@aphrobeesiac Me either!!! I’ve never understood stan culture but he’s that one person for me. He’s just so talented and attractive and smart 🥵
allyson_meghan,fine I’ll just google it assholes 😞
allyson_meghan,what are y’all’s edm underrated gems I need more obscure shit so I can cosplay being cool
allyson_meghan,@aphrobeesiac holy shit I will do whatever it takes to meet that man 😭
allyson_meghan,hypochondriac being number one oof 😭 https://t.co/vobob5syUp
allyson_meghan,@Bbqtiddiez affection is so good 🥹
allyson_meghan,@Bbqtiddiez @lindawg to be honest I loved it 😂 like def wouldn’t win any awards but I still enjoy watching it to this day
allyson_meghan,@FourOdells @lindawg Yea and also the part where you know who dies. Was not expecting him to be a minor character lmao
allyson_meghan,@lindawg @Bbqtiddiez Remember me!!!
allyson_meghan,@Bbqtiddiez @lindawg Craziest ending ever bro shit had my jaw DROPPED
allyson_meghan,@merrittk Idk man I had to do this to an ex best friend bc I knew she would never take accountability and when I blocked her she ended up stalking &amp; blackmailing me for months. I don’t owe anyone “closure” if they’ve repeatedly done things to disturb my peace 🤷🏼‍♀️
allyson_meghan,this is literally the intro to American psycho
allyson_meghan,wish I had someone I could ask to go get me things from the store when I’m hungover but no I’m alone this is the worst I might die
allyson_meghan,@lindawg this shit https://t.co/91LQUg2uqT
allyson_meghan,@UofOklahoma Jesus why would y’all phrase it like a football game cheer
allyson_meghan,crazy when a bitch hates on you bc HER boyfriend tryna fuck you. now how is that my business I didn’t do nothing but stand here and look pretty
allyson_meghan,@chris10holden I want him to have my babies
allyson_meghan,I’m a little drunk so excuse my French but if I don’t get my [redacted] absolutely [redacted] soon I’m gonna lose my mind
allyson_meghan,@mariibvby They gotta look almost raw in the middle when you take ‘em out. Let the edges barely set then leave them on the pan to cool for an hour or so &amp; keep them in a Tupperware after that
allyson_meghan,@uncooljerk don’t come for me but some of this is fun if you like being edged 🫣
allyson_meghan,Atlanta is suuuuch a good show dude donald glover really put his whole childish gambussy into that shit
allyson_meghan,@ClayTravis how does this affect you at all? Quickly
allyson_meghan,me reading this 😁😟😍🥰🙁☹️
allyson_meghan,@SATlSFYD I’m ending it all
allyson_meghan,@DTHairflap @saku39dai39 @nytimes shut up nerd
allyson_meghan,@TheCosmeticLane ok what’s the dr name cause holy shit
allyson_meghan,@BTeah Stick it all in a tampon (or multiple) then reseal the box with superglue and take it in your carryon
allyson_meghan,y’all know when you can tell someones lying to you but it’s like lemme see how long they carry this out tbh not even mad just amused that you think I’m this stupid 🥰
allyson_meghan,@sophiaxbaby Nobody ever recognizes the reference when I say it 😭😭😭
allyson_meghan,oh the weather outside is weather
allyson_meghan,if people wanna see you they’ll make it happen so I don’t go out of my way for that shit anymore.
allyson_meghan,this is so damn real bro
allyson_meghan,idk I just think if you’re not obsessed with me what’s the point
allyson_meghan,@dox_gay “the masses”
allyson_meghan,@Bbqtiddiez nah but I come visit sometimes! also you always have a place to stay if you wanna come out here 😌
allyson_meghan,@Bbqtiddiez name a time and place it’s been a long time coming 😩🫶🏼
allyson_meghan,@Bbqtiddiez stop you’re literally an angel
allyson_meghan,@diandrasdiandra the mischievous music 😭
allyson_meghan,this scared the shit out of me I thought he did something bad for a hot second 😭😭😭
allyson_meghan,miss waking up to morning wood on my ass &lt;/3
allyson_meghan,need him so bad https://t.co/jkT1gRueYh
allyson_meghan,@TheVampireYouth Love u😚
LegalizeRats,https://t.co/DQtwl0JpOO
LegalizeRats,https://t.co/10xiVno55g
LegalizeRats,"Adjustable Rat Leash 🐀✨

https://t.co/v0Nkt2KuE2"
LegalizeRats,lap chonker https://t.co/TR0UIkfSwC
LegalizeRats,HAPPY RATURDAY ✨ https://t.co/cE2EbvQlRs
LegalizeRats,https://t.co/vOoZA0viRd
LegalizeRats,"Portable Ratatouille, very rare https://t.co/zjqp5wCdJP"
LegalizeRats,https://t.co/SgWmeI6gHA
LegalizeRats,"BIG RAT BIG RAT 🐀

https://t.co/NZcdkHaMPR"
LegalizeRats,It’s Friday doods https://t.co/YNYNhXdNZl
LegalizeRats,let me play you a tune 🎵 https://t.co/XEdMQ2bcoy
LegalizeRats,https://t.co/ZlE9Q74Ngp
LegalizeRats,The most powerful dragon 🐉 https://t.co/4O1hTd1gh7
LegalizeRats,https://t.co/xK6obS0M9I
LegalizeRats,https://t.co/fLDGLsolpg
LegalizeRats,https://t.co/SJbMCWIHDF
LegalizeRats,look https://t.co/rLDSjOzGNG
LegalizeRats,https://t.co/vT1zy09w63
LegalizeRats,blep https://t.co/PIkOCiPxtG
LegalizeRats,Squeaky squeaks brrr squeak.
LegalizeRats,https://t.co/yY1Acg3T12
LegalizeRats,ITS RAT THURSDAY 😯 https://t.co/YmZgnurLwX
LegalizeRats,https://t.co/sePqcwsNFM
LegalizeRats,new rat just released https://t.co/CM6bFqseyk
LegalizeRats,https://t.co/bTI2gHaLWm
LegalizeRats,rat belly https://t.co/fcmdrphj8Q
LegalizeRats,rats are one of the smartest animals on earth https://t.co/VkL7WS8lp9
LegalizeRats,Controller Mod https://t.co/6oDJzZuieq
LegalizeRats,FLAT. https://t.co/OphqyXqM2A
LegalizeRats,road trip! 🚙 https://t.co/VX6MrjXDjz
LegalizeRats,🐀❤️
LegalizeRats,Best Rat - 2005 https://t.co/azRmVFrCqD
LegalizeRats,Shhhhhh
LegalizeRats,he is learning https://t.co/F6uNJw6wrx
LegalizeRats,https://t.co/ho8hcPk57K
LegalizeRats,Me. https://t.co/KykIwN2LR1
LegalizeRats,"You can now buy a rat (me) a pizza 🍕 ❤️

https://t.co/MGC1mg4VA5"
LegalizeRats,grabbin some late night snacks brb https://t.co/2VjG9bcR75
LegalizeRats,https://t.co/DIJhxc8qYb
LegalizeRats,https://t.co/tYH5U0NZlG
LegalizeRats,https://t.co/cBYAL17wpR
LegalizeRats,sup fellas https://t.co/GejO2UL6Ot
LegalizeRats,https://t.co/lFU1aQQfBc
coopeydough,Maturing is realizing that new Yachty is way better than old Yachty 🫡
coopeydough,Finally hit my first cop on SNKRS 😭😂
coopeydough,Quinn so inspirational
coopeydough,Gotta love the hate at the end of the day 🙇🏽‍♂️
ohhhhhkaaay,"Last day of April, I pray and hope May to be better."
ohhhhhkaaay,Somewhere between emotional and emotionless
ohhhhhkaaay,"In term of favoritism, I never win.
When it comes to priority, I know
I'm just their option.
I am always the second or the last, never
been a first choice and never been
someone's favorite."
ohhhhhkaaay,i literally can’t sleep without hugging something
ohhhhhkaaay,https://t.co/XOhaPvBZy7
ohhhhhkaaay,i’m tryna disappear and travel the world with the loml
ohhhhhkaaay,I deserve someone who thinks I'm too important to lose.
ohhhhhkaaay,no more expectations from anyone
ohhhhhkaaay,I don't know what kind of rest should I do to be able to regain myself
ohhhhhkaaay,the best thing i did for myself.. i stopped chasing someone who was okay with losing me
ohhhhhkaaay,maybe he likes you but he never saw you as the girl he’d take the risk for.
ohhhhhkaaay,i played dumb but i always knew
ohhhhhkaaay,nakakapagod na pero may mas pagod pa pala. https://t.co/IXFbd2QVlJ
ohhhhhkaaay,no offense to myself but wtf am i doing
ohhhhhkaaay,"When i feel ignored, I distance myself"
ohhhhhkaaay,the audacity to think i’ll be nice 2 u after being disrespected 🤡🤡
ohhhhhkaaay,hearing “im proud of you” when you're having a hard time hits different
ohhhhhkaaay,maybe u just miss the memories and not the person
ohhhhhkaaay,jealousy can break a whole mood
ohhhhhkaaay,"I don't want to be hurt again so I started to become quiet, I stopped expecting. I'm starting to care less each day."
ohhhhhkaaay,i hope you’re having the best day ever :) u got this
ohhhhhkaaay,i defended ur name when everybody spoke so badly so badly of u
ohhhhhkaaay,"i either talk too much, or i don't talk at all"
ohhhhhkaaay,i hate when i can’t explain the shit i feel
ohhhhhkaaay,"Don’t get mad, get distant."
ohhhhhkaaay,I'm starting to realize that maybe being by myself is actually better than surrounding myself with people who make me feel alone.
ohhhhhkaaay,i’m so lost inside my head
ohhhhhkaaay,i wanna be hugged
ohhhhhkaaay,"You’re already blessed in so many ways, focus on that."
ohhhhhkaaay,sometimes home is a person
ohhhhhkaaay,i want that “damn they still together” type of love
ohhhhhkaaay,"apology accepted, trust gone"
ohhhhhkaaay,i defended ur name when everybody spoke so badly so badly of u
ohhhhhkaaay,my phone will be on dnd but ill still reply in 2 minutes
ohhhhhkaaay,"bruh if she asks abt it, she already knows abt it."
ohhhhhkaaay,i wanna be hugged
ohhhhhkaaay,i be like “yeah its fine” then suffer in silence
ohhhhhkaaay,i don't care *cries*
ohhhhhkaaay,everything is just so heavy rn
ohhhhhkaaay,"be clingy with me, i love that."
ohhhhhkaaay,i lost all my communication skills
ohhhhhkaaay,"feeling unwanted changes you a lot, tbh"
ohhhhhkaaay,"if they want u, they'll make u feel wanted"
ohhhhhkaaay,"bruh if she asks abt it, she already knows abt it."
ohhhhhkaaay,its attractive when someone is crazy about you and isn't afraid to show it
ohhhhhkaaay,i rather lose the chance than take the risk.
ohhhhhkaaay,mentally idk where tf i’m at
ohhhhhkaaay,at least i’m trying
ohhhhhkaaay,normalize unsending messages when it was ignored.
ohhhhhkaaay,a listener needs a listener too
ohhhhhkaaay,"First, know your worth. Second, control your emotions. Third, never settle."
ohhhhhkaaay,I wish I had someone that was excited to talk to me everyday
ohhhhhkaaay,i hope u realize how hard i'm trying
ohhhhhkaaay,"soon, tayo naman yung magkakabahay, magkakaroon ng kotse at magiging financially stable, claim it!"
ohhhhhkaaay,Not sure if I need a hug or get hit by a car.
ohhhhhkaaay,i been treated like a second option by a lot of people i treated as a priority.
ohhhhhkaaay,i think the best memories always remains unphotographed.
ohhhhhkaaay,hugs are so healing
ohhhhhkaaay,I be like “I have to study” then lay down for hours
ohhhhhkaaay,I’m mentally exhausted.
ohhhhhkaaay,i’ll be forever jealous of effortlessly smart people. :(
ohhhhhkaaay,"in my ""eme"" era"
ohhhhhkaaay,i miss you so bad
ohhhhhkaaay,you're the risk i'm willing to take
ohhhhhkaaay,“u okay?” no i wanna die
ohhhhhkaaay,i wanna talk but it's feel like i disturb you.
ohhhhhkaaay,"""u miss me?"" i miss us"
ohhhhhkaaay,I wish https://t.co/6ZLD2ctaBK
ohhhhhkaaay,It’s hard to explain. So I kept quiet.
ohhhhhkaaay,"it's you and me, that's my whole world"
ohhhhhkaaay,"hi love, i love u. i love u. i love u"
ohhhhhkaaay,im sorry if sometimes im not good enough.
ohhhhhkaaay,"I can’t do anything about it, except to just cry."
ohhhhhkaaay,ohhhhhhhh (i still don’t understand)
ohhhhhkaaay,all of me is tired
ohhhhhkaaay,I hate when i get so much anxiety it’s hard for me to breathe.
ohhhhhkaaay,Lowkey hurt but oh well that’s life
ohhhhhkaaay,treating a girI right is not simping
ohhhhhkaaay,We all a villain in someone’s story
ohhhhhkaaay,I want someone who knows how to handle me when I can’t handle it.
ohhhhhkaaay,i read our chats when i miss you.
ohhhhhkaaay,take a moment to be proud of yourself for surviving the days that felt impossible.
ohhhhhkaaay,yes girl! we're all in our single era rn.
ohhhhhkaaay,i guess i'm stuck forever by the glue oh and you
ohhhhhkaaay,watching someone glow after witnessing their darkest moments makes my heart happy.
ohhhhhkaaay,I never faked my love &amp; care for someone.
ohhhhhkaaay,"there's this gladness that i feel whenever someone enthusiastically tells me about their day, giving me the details, leaving out no special moment in the telling. it's a nice feeling to know that the person doesn't want you to miss something about what they've been up to."
ohhhhhkaaay,"No matter what, I’ll still care."
ohhhhhkaaay,If you see me happy just know I deserve that shit
ohhhhhkaaay,i will never give my all again
ohhhhhkaaay,I miss my favorite person right now.
ohhhhhkaaay,I miss my favorite person right now.
ohhhhhkaaay,im tired but still trying
ohhhhhkaaay,remember to process the good things too
ohhhhhkaaay,first day of april i cried.
ohhhhhkaaay,https://t.co/2mjjoxGg3C
amiraamou,Regret
amiraamou,Semoga diri ini diberi kesihatan untuk menyambut raya esok
amiraamou,Internet start slow doh
amiraamou,Suddenly feel regret for something...
amiraamou,"Kuasa Allah.  Jodoh, maut, perjalanan hidup kita ni Allah dah tulis. Cuma kita aje perlu berusaha, memang sakit, tapi percayalah apa yang Allah tulis untuk kita untuk itulah yang terbaik."
amiraamou,"but that's not the end. I always thought maybe I should change my career to become a teacher... It's just a dream and thought, but then it's happen so suddenly. Alhamdulillah for that, I mean I still cannot believe that it can happen like that."
amiraamou,"From my story, I learnt that in our life everyday is truly mystery... we don't even know what will happen in a second. Everything just took a minute for things to change. Like I never imagine myself to even resign from KKM. I thought I'll just wait until I get permenant position"
amiraamou,Xdok mood lah nyo nok beriftar iftar ramai2 ni... xtahu bakpo sejak dulu lagi... suko beriftar xramai2 🤔
amiraamou,seronok tu seronok... tapi penat
amiraamou,"duduk Klinik keno join group Inovasi dan Kreatif... Mari sini keno ngajar reka bentuk dan teknologi pulok... hahahaha Amira meme x lari dari kreatif dan inovasi bokali. Kreatif lah sangat, x nyesal pulok sero masuk KIK, hari tu sero nyesal 🤭."
amiraamou,"Tiba2 rasa x sia2 masuk KIK... betul lah, setiap benda yang berlaku banyak hikmah tersembunyi"
amiraamou,"Dekat tiktok ada nampak satu quotes tadi, a sky can only be seen from far... not reaching for it. Deep."
amiraamou,"Tomorrow is a new beginning, open a new chapter in my life, meet many new people... that's how life..."
amiraamou,"lepas confess buat xtahu, macam biasa, kalu jumpa gaduh... xfaham sungguh lah... Maybe kawan lagi better kot 🤔

Xpernah terjadi agaknya, lepas confess esok gaduh 😂.

Biarkan macam tu lagi baik kot. 

End of story."
amiraamou,Penat wak sekut rayo 🥴
amiraamou,Pakat duduk wak sekut rayo... sis terpengaruh jugok eh nok wak... 🤭
amiraamou,Ada seseorang mendoakan kita tu dah cukup terharu 😭
amiraamou,Sekurang²nya dia bagi nasihat yang berguna... biarlah kita ingat sebagai last kenangan
amiraamou,Penat pindah randah ni... rasa nak tinggal semua barang kat sini aje
amiraamou,I think I got the answer already... now... it's time to move on
amiraamou,Punya berdebar tahap lain macam
amiraamou,Settle confess... kita fokus benda lain pulak... banyak lagi list nak kena settle
amiraamou,Settle...
amiraamou,"Someone told me before "" In whatever you did... just don't look back anymore... just don't... you've done your best. Things happen for a reason."""
amiraamou,The journey is still long... semoga Allah sentiasa permudahkan jalan ini.
amiraamou,From now on... there's no turning back... no looking back... it is what it is
amiraamou,Tapi... xpo kea... bukea jupo doh pun pah ni kea...🙂
amiraamou,Kalu kito tahu doh jawape... perlu jugok ko?
amiraamou,Nok confess ko x sir ni eh? 😪
amiraamou,If I gone... will you be sad?
TadeuszGiczan,"@mazoe71 The guy who took the picture says it's also in Russian and Polish, I'm curious to see them myself"
TadeuszGiczan,New billboards put up on the Polish-Belarusian border. That's what you get when you purge all your English teachers
TadeuszGiczan,"If you're in London this week and fancy a crash course in all things Belarusian (and a visit to London's first wooden church built since 1666), come along to the annual Belarusian Studies Conference this Friday and Saturday. #belstudies More info: https://t.co/Z1ebDFQvR6 https://t.co/ul9r8RNRb2"
TadeuszGiczan,"@Vokabre Yes, these guys are wild"
TadeuszGiczan,"Man, honestly, I thought it was just a decoration. I wish I hadn't asked https://t.co/WXYGdKnAX1"
TadeuszGiczan,"The Vatican Museum is overrated, but on the positive side you can buy a Vatican national football team shirt in the gift shop and worship the Great Pine Cone guarded by Egyptian lions, in the old Catholic tradition. https://t.co/uA1PnQqnW0"
TadeuszGiczan,@LPiesiewicz Mogłyby stać obok siebie jak podczas Expo 1937 w Paryżu🫡 https://t.co/ue9XkkGYHQ
TadeuszGiczan,@V_Saldziunas https://t.co/ryO0pKCfLt
TadeuszGiczan,"Didn't expect the Colosseum to be so boxy tbh. Still, makes a nice background. Decided to take a pic for a campaign poster in case I ever decide to run for conservatives https://t.co/rCDjFALZgD"
TadeuszGiczan,"@Vokabre They are top baths, but I prefer Diocletian's"
